,track_id,popularity_track,duration_min,explicit,track_number,release_date,number_of_artists,popularity_artist_mean,followers_mean,num_of_markets,camelot,tempo,energy,danceability,happiness,acousticness,instrumentalness,liveness,speechiness,loudness,major,minor,album,compilation,single,Amount_words,Amount_unique_words,Diversity_coeff,Amount_adlibs,Amount_verses,Amount_chorus,Avg_words_verse,Scalared_popularity
26314,6NdnvPwQvZb147DVa4x14h,62,3.41,0,1,469416,3,76.5,7357792.0,185,11B,127.0,59.0,63.0,29.0,14.0,0.0,28.0,44.0,-7,1,0,0,0,1,396.0,135.0,2.933333333333333,3.0,2.0,3.0,82.0,-1.1772297068807263
26315,34W2PoEmJ8czKz0mkSTfwS,62,2.95,0,26,489240,1,78.0,5646656.0,183,11A,119.0,49.0,68.0,50.0,52.0,0.0,7.0,12.0,-8,0,1,1,0,0,308.0,121.0,2.5454545454545454,4.0,2.0,3.0,60.0,-1.1772297068807263
26316,4C8BE3t81w312DkR750OnL,62,3.4,1,1,457272,1,78.0,5646656.0,184,10B,174.0,49.0,48.0,52.0,38.0,0.0,11.0,9.0,-9,1,0,0,0,1,778.0,333.0,2.3363363363363363,18.0,2.0,2.0,297.0,-1.1772297068807263
26317,37AGgp9VP8TVJBfEat74Bj,62,2.61,1,11,433968,2,78.0,5646656.0,183,9A,110.0,50.0,82.0,33.0,75.0,0.0,10.0,16.0,-9,0,1,1,0,0,354.0,113.0,3.1327433628318584,1.0,2.0,3.0,69.0,-1.1772297068807263
26318,0a19Y5a4mXE75w2N6EV7y2,62,4.57,0,13,487392,1,78.0,5646656.0,183,9A,90.0,68.0,76.0,39.0,5.0,0.0,32.0,16.0,-7,0,1,1,0,0,274.0,145.0,1.889655172413793,0.0,2.0,2.0,74.0,-1.1772297068807263
26319,29QWLM6tRe7Yp4dvNt02JC,62,2.48,0,5,486624,1,80.0,13336393.0,185,4A,120.0,64.0,79.0,57.0,33.0,0.0,15.0,27.0,-6,0,1,1,0,0,284.0,99.0,2.8686868686868685,0.0,2.0,0.0,44.0,-1.1772297068807263
26320,56CnVxbOqzOXBJrVxnMTtk,62,3.12,1,1,453408,2,80.0,13336393.0,185,8A,92.0,22.0,71.0,49.0,75.0,0.0,11.0,5.0,-18,0,1,0,0,1,698.0,225.0,3.102222222222222,46.0,2.0,3.0,129.0,-1.1772297068807263
26321,46xx1V1UK5085ekWgIntp8,62,3.45,1,1,423384,3,80.0,13336393.0,185,9A,130.0,60.0,76.0,56.0,57.0,0.0,13.0,9.0,-6,0,1,0,0,1,506.0,167.0,3.029940119760479,38.0,2.0,0.0,66.0,-1.1772297068807263
26322,4qYOtEUm1Xp8dFSOfz9uP0,62,3.03,1,1,424392,2,80.0,13336393.0,185,9A,140.0,62.0,74.0,32.0,90.0,0.0,14.0,14.0,-5,0,1,0,0,1,392.0,144.0,2.7222222222222223,18.0,2.0,1.0,71.0,-1.1772297068807263
26323,1mVLbFwad1wce7mAhFw2Ih,62,4.35,0,1,444072,3,80.0,13336393.0,185,12A,180.0,81.0,77.0,93.0,28.0,0.0,8.0,9.0,-2,0,1,0,0,1,688.0,273.0,2.52014652014652,26.0,3.0,3.0,103.0,-1.1772297068807263
26324,4I9WKQdCuHMzQSFpP1k6Tu,62,3.55,1,1,469728,4,81.0,11141757.5,185,3A,186.0,46.0,65.0,88.0,20.0,0.0,20.0,30.0,-9,0,1,0,0,1,619.0,294.0,2.1054421768707483,30.0,3.0,3.0,108.0,-1.1772297068807263
26326,0mXi9KD428xznGieDycH6o,62,2.83,1,1,463704,2,74.0,10042666.0,185,11A,92.0,76.0,75.0,66.0,45.0,0.0,18.0,9.0,-5,0,1,0,0,1,423.0,145.0,2.9172413793103447,2.0,2.0,3.0,113.0,-1.1772297068807263
26328,7yi7Pek2ChHY0y5FgHjG1b,62,3.37,1,1,463752,2,82.0,8947122.0,185,10B,79.0,75.0,36.0,61.0,0.0,0.0,32.0,30.0,-5,1,0,0,0,1,638.0,194.0,3.288659793814433,3.0,2.0,0.0,113.0,-1.1772297068807263
26329,0LFcFGLYTX6UmeIdO7NVd7,62,6.21,1,2,368160,3,75.0,8023001.0,165,4B,105.0,76.0,86.0,52.0,10.0,0.0,7.0,39.0,-8,1,0,1,0,0,938.0,441.0,2.126984126984127,5.0,7.0,3.0,94.0,-1.1772297068807263
26330,15NQ3x1f2GUhqs8oBXhTqp,62,4.07,1,3,441864,3,74.0,4316569.5,185,8B,163.0,66.0,86.0,61.0,2.0,0.0,12.0,32.0,-7,1,0,1,0,0,628.0,340.0,1.847058823529412,18.0,2.0,0.0,267.0,-1.1772297068807263
26331,4N7i6RfJXMWfkx9Zr6pzkJ,62,2.72,1,4,446400,4,75.0,10915657.0,185,7A,100.0,52.0,88.0,30.0,19.0,0.0,10.0,7.0,-8,0,1,1,0,0,686.0,343.0,2.0,37.0,4.0,2.0,119.0,-1.1772297068807263
26332,2JKkIYGgr3KobERZKzCpa1,62,2.88,1,1,445152,2,75.0,10915657.0,185,4B,137.0,67.0,64.0,46.0,1.0,0.0,7.0,24.0,-6,1,0,0,0,1,665.0,343.0,1.9387755102040816,3.0,4.0,0.0,159.0,-1.1772297068807263
26333,5aXQr1loaLB8hHuuz79Tv1,62,5.88,0,11,405000,3,74.0,6924835.0,185,2B,82.0,67.0,75.0,76.0,68.0,0.0,17.0,6.0,-5,1,0,1,0,0,654.0,272.0,2.4044117647058822,5.0,2.0,0.0,149.0,-1.1772297068807263
26334,59gM93v9QI3zha0WPnyrYa,62,4.3,0,4,350640,2,74.0,6924835.0,185,12A,172.0,90.0,56.0,56.0,5.0,0.0,5.0,40.0,-5,0,1,1,0,0,669.0,310.0,2.1580645161290324,26.0,2.0,0.0,181.0,-1.1772297068807263
26335,3jLvcgNCL6HJzj2q3q7eSl,62,3.26,0,6,483672,3,74.0,5927170.0,184,8B,95.0,66.0,72.0,53.0,5.0,0.0,12.0,14.0,-6,1,0,0,0,1,364.0,209.0,1.7416267942583732,17.0,3.0,3.0,63.0,-1.1772297068807263
26336,78xK2f5glgIqGeTGDmW8yk,62,2.51,1,11,465552,1,77.0,1637551.0,185,11A,165.0,82.0,60.0,46.0,1.0,0.0,17.0,8.0,-6,0,1,1,0,0,271.0,103.0,2.6310679611650487,0.0,2.0,2.0,46.0,-1.1772297068807263
26337,5bYlb2eYDVTuuWZm4jNO3a,62,2.98,1,11,486888,1,77.0,1637551.0,185,1B,125.0,63.0,75.0,62.0,72.0,2.0,13.0,4.0,-8,1,0,1,0,0,298.0,119.0,2.504201680672269,0.0,2.0,2.0,86.0,-1.1772297068807263
26338,5LkXpdUpSCHOO1yJI5aLbV,62,4.27,0,1,486384,1,77.0,1637551.0,184,4B,130.0,46.0,80.0,17.0,0.0,0.0,31.0,5.0,-7,1,0,0,0,1,312.0,107.0,2.9158878504672896,0.0,2.0,3.0,66.0,-1.1772297068807263
26339,3ebfDw8WEbf0DxGh47R2lo,62,4.49,0,13,434472,1,76.0,11183934.0,184,11B,176.0,60.0,36.0,20.0,11.0,0.0,10.0,4.0,-7,1,0,1,0,0,749.0,237.0,3.160337552742616,34.0,2.0,3.0,230.0,-1.1772297068807263
26340,2Syg7oH4lJ2yG2pE7QCcIv,62,3.64,0,11,487200,1,74.0,5227692.0,185,1A,168.0,52.0,62.0,22.0,14.0,2.0,19.0,14.0,-8,0,1,1,0,0,415.0,153.0,2.712418300653595,1.0,2.0,0.0,53.0,-1.1772297068807263
26341,0Cs2ANiGsCOQLKnCrNJ6hA,62,2.49,0,1,477456,1,74.0,5227692.0,185,9A,98.0,31.0,34.0,4.0,4.0,1.0,9.0,5.0,-9,0,1,0,0,1,315.0,111.0,2.8378378378378377,3.0,2.0,0.0,32.0,-1.1772297068807263
26342,39KyQTzp1dr7jab7et2PlH,62,2.62,0,5,481680,2,74.0,5227692.0,185,9B,149.0,50.0,25.0,16.0,3.0,0.0,46.0,4.0,-8,1,0,0,0,1,239.0,43.0,5.558139534883721,0.0,0.0,2.0,0.0,-1.1772297068807263
26343,0XWqcDAa5ZCmyBOYukrRoQ,62,2.41,0,1,486192,2,74.0,5227692.0,184,4A,90.0,53.0,72.0,14.0,23.0,0.0,11.0,30.0,-4,0,1,0,0,1,230.0,88.0,2.613636363636364,0.0,2.0,0.0,60.0,-1.1772297068807263
26344,2pEmxGe9nMIjg8wniWkYjJ,62,2.91,1,6,459408,3,75.0,8056145.0,185,6A,135.0,47.0,89.0,44.0,27.0,0.0,9.0,26.0,-7,0,1,1,0,0,363.0,194.0,1.8711340206185567,8.0,2.0,3.0,97.0,-1.1772297068807263
26345,0PVDEaIjTCC7NDeLfnxQi4,62,2.84,0,3,484848,1,75.0,8056145.0,185,12A,130.0,58.0,94.0,38.0,2.0,0.0,10.0,20.0,-4,0,1,1,0,0,237.0,92.0,2.5760869565217392,0.0,2.0,0.0,24.0,-1.1772297068807263
26346,59Hg9EqA8kEW2pmDNjyIWU,62,3.18,0,2,484848,1,75.0,8056145.0,185,1A,125.0,72.0,59.0,31.0,47.0,0.0,10.0,20.0,-9,0,1,1,0,0,279.0,126.0,2.2142857142857144,5.0,3.0,0.0,51.0,-1.1772297068807263
26347,0aaKa3qQwpybtg9zqQMcL1,62,3.69,1,1,420312,1,74.0,3189484.0,185,8B,150.0,59.0,76.0,72.0,4.0,0.0,6.0,36.0,-5,1,0,0,0,1,301.0,99.0,3.04040404040404,0.0,1.0,0.0,97.0,-1.1772297068807263
26348,2melyaF5DpV1MFCSiZHhNB,62,3.06,0,1,484344,2,74.0,3189484.0,184,10B,104.0,73.0,77.0,48.0,23.0,0.0,26.0,29.0,-8,1,0,0,0,1,383.0,175.0,2.1885714285714286,1.0,3.0,0.0,66.0,-1.1772297068807263
26349,5UewY28SGGLjJkNPtcV2Mt,62,4.45,0,1,425568,2,73.0,10130817.0,185,12A,123.0,82.0,50.0,68.0,7.0,0.0,15.0,23.0,-7,0,1,0,0,1,397.0,152.0,2.611842105263158,3.0,0.0,0.0,0.0,-1.1772297068807263
26350,1kyOXuuefhYo3JtlyKnODj,62,3.57,1,11,398448,1,74.0,5767575.0,185,8B,137.0,63.0,78.0,31.0,0.0,1.0,27.0,9.0,-7,1,0,1,0,0,340.0,161.0,2.111801242236025,0.0,1.0,0.0,301.0,-1.1772297068807263
26352,4XkCSv4XGYhVoPu3lGjHLs,62,3.56,1,4,458592,1,72.0,5511362.0,185,6A,92.0,59.0,75.0,82.0,5.0,0.0,6.0,7.0,-8,0,1,0,0,1,536.0,186.0,2.881720430107527,24.0,2.0,3.0,103.0,-1.1772297068807263
26353,3aKXtIPNRoD73KLpsNnNoK,62,3.03,0,3,475464,3,78.0,19277401.0,185,5A,121.0,74.0,78.0,54.0,37.0,0.0,8.0,8.0,-4,0,1,0,0,1,203.0,66.0,3.075757575757576,12.0,2.0,2.0,31.0,-1.1772297068807263
26354,6XrPzwKeGzEvtan3acn7VH,62,3.05,1,3,467232,2,78.0,19277401.0,185,1A,120.0,42.0,46.0,17.0,42.0,0.0,10.0,8.0,-11,0,1,1,0,0,468.0,179.0,2.6145251396648046,24.0,2.0,3.0,99.0,-1.1772297068807263
26355,1BKgHp7Llt9nbmax9BiHg1,62,3.43,1,9,435816,1,75.0,7970509.0,185,10B,125.0,45.0,86.0,5.0,1.0,0.0,9.0,11.0,-8,1,0,1,0,0,722.0,171.0,4.222222222222222,48.0,2.0,3.0,111.0,-1.1772297068807263
26358,2j7pQPTsRj2k3XFU6Vkb8g,62,3.7,1,4,485688,3,77.0,6332879.0,185,6A,98.0,54.0,73.0,38.0,5.0,0.0,10.0,5.0,-8,0,1,1,0,0,596.0,260.0,2.292307692307692,24.0,2.0,0.0,200.0,-1.1772297068807263
26360,1yGKbakTOI42EMvvWVtqQH,62,3.48,1,1,462168,4,77.0,6332879.0,185,1B,130.0,22.0,73.0,25.0,94.0,0.0,11.0,5.0,-8,1,0,0,0,1,497.0,245.0,2.0285714285714285,0.0,3.0,0.0,113.0,-1.1772297068807263
26361,3mHydOgW8H27UsQhi7nk5s,62,3.36,1,9,410952,1,77.0,19518051.0,185,2B,141.0,57.0,68.0,15.0,17.0,0.0,18.0,55.0,-6,1,0,1,0,0,389.0,152.0,2.5592105263157894,3.0,2.0,0.0,89.0,-1.1772297068807263
26362,1qzXMky2Axu0GZ6gInAof9,62,2.88,0,1,324336,1,77.0,19518051.0,185,5B,82.0,47.0,56.0,41.0,16.0,0.0,59.0,17.0,-6,1,0,0,1,0,553.0,203.0,2.7241379310344827,0.0,2.0,0.0,125.0,-1.1772297068807263
26363,0w6JnWzPC685UOt3en77JL,62,3.41,1,1,410952,1,77.0,19518051.0,185,8A,92.0,22.0,69.0,27.0,85.0,0.0,11.0,4.0,-14,0,1,1,0,0,421.0,174.0,2.4195402298850577,0.0,2.0,3.0,120.0,-1.1772297068807263
26364,2UuSxKoaGBU3oqWzZA7oaZ,62,3.61,1,5,410952,2,77.0,19518051.0,185,7B,128.0,85.0,55.0,38.0,11.0,0.0,16.0,25.0,-4,1,0,1,0,0,394.0,173.0,2.277456647398844,0.0,3.0,4.0,78.0,-1.1772297068807263
26365,3bijXxtDKq8QuU9up2CoMB,62,3.09,0,2,364344,1,77.0,19518051.0,185,1B,123.0,37.0,74.0,24.0,76.0,0.0,29.0,10.0,-10,1,0,1,0,0,517.0,138.0,3.746376811594203,0.0,3.0,0.0,76.0,-1.1772297068807263
26366,0n9b7WrRRZkTy8CfXjbZb4,62,3.25,0,3,449736,3,77.0,9273042.0,183,9B,106.0,52.0,84.0,33.0,25.0,1.0,61.0,17.0,-10,1,0,1,0,0,339.0,209.0,1.6220095693779903,0.0,3.0,0.0,88.0,-1.1772297068807263
26367,4eTtgdIXEy2LvLeg7NNSov,62,5.1,1,1,460920,8,77.0,9273042.0,185,10B,105.0,62.0,87.0,50.0,2.0,0.0,13.0,10.0,-9,1,0,0,0,1,727.0,401.0,1.812967581047381,13.0,6.0,0.0,120.0,-1.1772297068807263
26368,7439REnnov7d5h0P419Nk2,62,3.09,1,13,437664,1,81.0,12724780.0,185,12A,193.0,49.0,39.0,22.0,0.0,0.0,64.0,42.0,-7,0,1,1,0,0,398.0,196.0,2.03061224489796,4.0,0.0,0.0,0.0,-1.1772297068807263
26369,2UbbC5AY3rFGeQGWG4uWaP,62,3.56,0,8,404736,1,81.0,12724780.0,185,10A,99.0,73.0,92.0,85.0,5.0,0.0,11.0,27.0,-6,0,1,1,0,0,542.0,148.0,3.6621621621621614,0.0,0.0,0.0,0.0,-1.1772297068807263
26370,2zZg5PKJt0i3SHQB9xmJty,62,3.94,0,6,393888,1,81.0,12724780.0,185,3B,117.0,87.0,92.0,66.0,10.0,0.0,17.0,23.0,-4,1,0,1,0,0,401.0,168.0,2.386904761904762,0.0,0.0,0.0,0.0,-1.1772297068807263
26371,7sZas5ww0qoNF9B5B8ebir,62,2.68,0,10,387000,1,81.0,12724780.0,185,3B,93.0,69.0,86.0,22.0,0.0,0.0,24.0,21.0,-6,1,0,1,0,0,425.0,161.0,2.639751552795031,0.0,0.0,0.0,0.0,-1.1772297068807263
26372,4YxgYZJeC91vmJrDRdfnZG,62,4.23,1,19,428928,1,81.0,12724780.0,185,2B,97.0,75.0,92.0,71.0,2.0,0.0,14.0,27.0,-4,1,0,1,0,0,571.0,201.0,2.8407960199004973,0.0,0.0,0.0,0.0,-1.1772297068807263
26373,0LgOdrf5gtT4Q4lAgYABlC,62,2.18,0,1,461856,1,71.0,1748029.0,185,9B,82.0,34.0,65.0,31.0,29.0,4.0,21.0,4.0,-10,1,0,0,0,1,484.0,228.0,2.12280701754386,24.0,2.0,3.0,157.0,-1.1772297068807263
26374,71rw9MB77BR8LHMFZK8gKV,62,2.09,0,1,459168,1,71.0,1748029.0,185,10A,80.0,82.0,46.0,64.0,42.0,0.0,17.0,40.0,-5,0,1,0,0,1,391.0,195.0,2.005128205128205,13.0,2.0,3.0,133.0,-1.1772297068807263
26375,32Pnch1VwRe5aEubdr5SaH,62,2.9,1,6,481752,2,73.0,9788411.0,185,10B,102.0,70.0,75.0,52.0,1.0,0.0,6.0,3.0,-5,1,0,1,0,0,272.0,165.0,1.6484848484848484,0.0,3.0,0.0,72.0,-1.1772297068807263
26377,4l8WHDKXzN22fSIq7Vw4Wq,62,2.31,0,1,472896,2,76.5,1256795.5,185,7A,172.0,69.0,40.0,36.0,40.0,0.0,10.0,20.0,-4,0,1,0,0,1,256.0,133.0,1.924812030075188,1.0,4.0,4.0,35.0,-1.1772297068807263
26378,17rF54WvGGqPVxDheq8PP8,62,3.26,0,1,436272,2,74.0,8705851.5,185,3A,80.0,65.0,64.0,35.0,4.0,0.0,11.0,6.0,-2,0,1,0,0,1,425.0,148.0,2.871621621621621,78.0,2.0,0.0,104.0,-1.1772297068807263
26379,5T6mY3sQbvVfLnertXdoST,62,2.0,1,1,444360,1,76.0,13942792.0,185,11A,134.0,55.0,77.0,54.0,51.0,0.0,8.0,30.0,-4,0,1,1,0,0,333.0,112.0,2.9732142857142856,23.0,1.0,0.0,95.0,-1.1772297068807263
26380,5O5Ve3u7ewYzI7NYWudcXI,62,4.78,0,7,399120,1,74.0,11439113.0,185,3A,149.0,66.0,72.0,46.0,11.0,0.0,11.0,6.0,-6,0,1,1,0,0,490.0,178.0,2.752808988764045,12.0,3.0,0.0,101.0,-1.1772297068807263
26382,4BuYUcwIplxCzLAifGQ8jB,62,4.62,1,10,399120,1,74.0,11439113.0,185,12A,174.0,23.0,67.0,10.0,19.0,0.0,10.0,20.0,-10,0,1,1,0,0,428.0,159.0,2.691823899371069,0.0,2.0,0.0,90.0,-1.1772297068807263
26383,1TQCXSttYddp45YPpSQK4Y,62,3.45,0,1,472104,2,72.0,1740309.0,183,8B,119.0,69.0,88.0,45.0,12.0,0.0,31.0,8.0,-4,1,0,0,0,1,310.0,151.0,2.052980132450331,0.0,5.0,0.0,34.0,-1.1772297068807263
26385,3GEiVoaUXq468gfYs2EPfh,62,3.02,0,1,469080,2,74.0,45706707.0,185,3B,109.0,48.0,63.0,33.0,29.0,0.0,12.0,48.0,-8,1,0,0,0,1,462.0,286.0,1.6153846153846154,10.0,2.0,2.0,159.0,-1.1772297068807263
26386,1O1EqgvgRyj1ejZPUxI0UX,62,3.33,1,7,455136,1,79.0,12196226.0,185,11B,146.0,56.0,69.0,29.0,19.0,0.0,14.0,18.0,-5,1,0,1,0,0,424.0,199.0,2.130653266331658,6.0,0.0,0.0,0.0,-1.1772297068807263
26387,4cQsgP3Ikf91RYtZqnkCbY,62,3.38,1,13,410280,1,79.0,12196226.0,185,3A,175.0,75.0,53.0,21.0,1.0,0.0,20.0,33.0,-3,0,1,1,0,0,455.0,214.0,2.1261682242990654,3.0,0.0,0.0,0.0,-1.1772297068807263
26388,5S12Ds2RswM2ITC0u1J01f,62,3.12,1,3,455136,1,79.0,12196226.0,185,10A,173.0,76.0,83.0,89.0,27.0,0.0,8.0,38.0,-4,0,1,1,0,0,478.0,220.0,2.172727272727273,26.0,0.0,0.0,0.0,-1.1772297068807263
26390,4smLSyGtyNJLPb9J1Iuwsb,62,2.62,0,1,431448,1,79.0,12196226.0,185,7A,166.0,54.0,63.0,19.0,14.0,0.0,9.0,24.0,-7,0,1,1,0,0,400.0,219.0,1.82648401826484,37.0,0.0,0.0,0.0,-1.1772297068807263
26391,1YgDGKyKhFlimPw3mLavPG,62,1.93,1,17,300024,4,73.0,4024306.0,185,4B,156.0,39.0,63.0,92.0,80.0,0.0,13.0,4.0,-8,1,0,1,0,0,386.0,228.0,1.6929824561403508,1.0,2.0,1.0,149.0,-1.1772297068807263
26392,300xFtOH49F80uB7BSAsEf,62,2.18,0,3,478632,2,74.0,2459846.5,183,2A,91.0,59.0,58.0,35.0,77.0,0.0,29.0,47.0,-9,0,1,0,0,1,209.0,107.0,1.9532710280373835,29.0,1.0,0.0,79.0,-1.1772297068807263
26393,6QwLq2ItuPedbgpDBw47B7,62,1.68,0,5,485712,2,74.0,2459846.5,183,9A,91.0,60.0,58.0,64.0,60.0,0.0,11.0,39.0,-7,0,1,1,0,0,183.0,77.0,2.3766233766233764,7.0,1.0,0.0,29.0,-1.1772297068807263
26397,3njpLvANriMsdv3dgADEad,62,4.51,1,3,298032,1,76.0,3433724.0,184,7A,85.0,49.0,69.0,56.0,62.0,0.0,15.0,17.0,-8,0,1,1,0,0,835.0,244.0,3.422131147540984,33.0,3.0,4.0,106.0,-1.1772297068807263
26398,1WtTLtofvcjQM3sXSMkDdX,62,3.36,1,2,350640,1,76.0,3433724.0,166,10B,148.0,67.0,59.0,19.0,36.0,0.0,26.0,43.0,-7,1,0,1,0,0,733.0,199.0,3.683417085427136,15.0,3.0,3.0,133.0,-1.1772297068807263
26400,09qJ4Mg46EmCp3P7w7YFEz,62,5.89,1,13,437592,1,76.0,9510744.0,185,8A,87.0,65.0,66.0,22.0,24.0,0.0,8.0,3.0,-5,0,1,1,0,0,798.0,309.0,2.5825242718446604,2.0,5.0,0.0,123.0,-1.1772297068807263
26401,6bSeGQcsve915cgePuw2bZ,62,1.92,1,1,442200,1,76.0,9510744.0,185,6A,118.0,37.0,78.0,67.0,62.0,0.0,35.0,12.0,-9,0,1,0,0,1,304.0,134.0,2.2686567164179103,0.0,2.0,0.0,83.0,-1.1772297068807263
26404,0nmW4fvqTwUDjlz13MNpJU,62,2.43,1,1,454128,1,73.0,1574575.0,185,8A,140.0,84.0,51.0,34.0,15.0,0.0,29.0,16.0,-5,0,1,0,0,1,420.0,245.0,1.7142857142857142,2.0,1.0,1.0,313.0,-1.1772297068807263
26405,0lmypbWmfuFdxVhq9N95hv,62,2.05,1,1,481656,1,73.0,1574575.0,184,11A,132.0,72.0,81.0,48.0,51.0,0.0,10.0,13.0,-7,0,1,0,0,1,369.0,166.0,2.2228915662650603,1.0,2.0,3.0,91.0,-1.1772297068807263
26406,4d83G18cx4DDJMPGE9BB4M,62,2.28,1,1,471888,1,73.0,1574575.0,184,6A,103.0,79.0,81.0,45.0,23.0,0.0,11.0,6.0,-4,0,1,0,0,1,469.0,245.0,1.9142857142857144,4.0,2.0,2.0,156.0,-1.1772297068807263
26409,1ACI7zmoUY34xcrKrYeypb,62,2.92,0,3,478656,1,73.0,5923906.0,183,4B,135.0,54.0,91.0,82.0,32.0,0.0,9.0,50.0,-6,1,0,0,0,1,185.0,75.0,2.466666666666667,1.0,0.0,0.0,0.0,-1.1772297068807263
26413,6kwmp0U8M1tPvgPHqvbwsr,62,3.05,1,9,459336,2,73.0,3562522.0,185,10B,142.0,56.0,55.0,15.0,2.0,0.0,37.0,4.0,-7,1,0,1,0,0,490.0,236.0,2.0762711864406778,17.0,0.0,0.0,0.0,-1.1772297068807263
26415,5SLuOuGL7wAvFcIc3uI96G,62,3.49,1,3,463032,1,77.0,2717823.0,185,9A,130.0,82.0,70.0,32.0,19.0,0.0,26.0,4.0,-4,0,1,1,0,0,568.0,208.0,2.730769230769231,36.0,0.0,0.0,0.0,-1.1772297068807263
26416,4HyukTxrcVTDqFg1ECzjBp,62,2.51,1,7,466224,1,77.0,2717823.0,185,4A,160.0,65.0,71.0,20.0,2.0,0.0,11.0,24.0,-6,0,1,1,0,0,287.0,134.0,2.1417910447761197,5.0,0.0,0.0,0.0,-1.1772297068807263
26417,43yd2xMSr3l0G6wZV4cfdZ,62,2.67,1,17,466200,1,77.0,2717823.0,185,9A,157.0,74.0,72.0,45.0,59.0,0.0,15.0,8.0,-7,0,1,1,0,0,443.0,226.0,1.9601769911504423,13.0,0.0,0.0,0.0,-1.1772297068807263
26418,4pcKa72ZXndYzdMAhyh0AS,62,3.36,1,1,488064,1,72.0,4269288.0,185,4B,100.0,88.0,75.0,85.0,20.0,0.0,81.0,8.0,-4,1,0,0,0,1,612.0,237.0,2.5822784810126582,31.0,0.0,0.0,0.0,-1.1772297068807263
26419,4ZpIuzx91EAPK3VimONbfB,62,3.65,1,1,460008,3,72.5,2272410.0,185,11B,132.0,59.0,75.0,54.0,0.0,0.0,8.0,4.0,-5,1,0,0,0,1,377.0,135.0,2.7925925925925927,4.0,0.0,0.0,0.0,-1.1772297068807263
26422,4myGkZkVBRhBgD43CJxKTp,62,3.1,0,1,477816,1,74.0,3493869.0,185,8A,178.0,52.0,76.0,71.0,22.0,0.0,10.0,14.0,-8,0,1,0,0,1,286.0,176.0,1.625,5.0,2.0,0.0,84.0,-1.1772297068807263
26423,3usWHldhgpQvKVaW5uC9Ke,62,1.76,1,13,430608,2,75.0,1785306.0,185,10B,134.0,50.0,74.0,9.0,4.0,0.0,33.0,23.0,-9,1,0,1,0,0,282.0,117.0,2.41025641025641,0.0,1.0,0.0,191.0,-1.1772297068807263
26431,2SMO9OW1G7dojLjZjoKVFD,62,2.77,1,5,435648,1,72.0,2447389.0,185,11A,83.0,72.0,88.0,62.0,2.0,0.0,33.0,30.0,-5,0,1,1,0,0,449.0,265.0,1.6943396226415095,4.0,0.0,0.0,0.0,-1.1772297068807263
26432,5cbC79O7LuxezuLZQOIouq,62,3.27,0,1,437472,2,72.0,1847909.0,185,11A,142.0,83.0,78.0,90.0,4.0,0.0,71.0,24.0,-6,0,1,0,0,1,364.0,145.0,2.510344827586207,11.0,0.0,0.0,0.0,-1.1772297068807263
26433,0aYweD6lXNl9Wzt97PdEeY,62,2.29,1,5,488064,1,72.0,1847909.0,183,2A,97.0,54.0,56.0,62.0,34.0,0.0,11.0,27.0,-8,0,1,1,0,0,339.0,153.0,2.215686274509804,37.0,0.0,0.0,0.0,-1.1772297068807263
26434,1fyvQWmRbW81M0xXKI1Rrk,62,3.42,1,1,424728,2,72.0,1847909.0,184,4A,101.0,64.0,82.0,53.0,41.0,0.0,24.0,8.0,-6,0,1,0,0,1,503.0,149.0,3.3758389261744965,12.0,0.0,0.0,0.0,-1.1772297068807263
26435,4MtjrbmBKdYRMTyEHqOUmM,62,3.24,1,3,481680,1,72.0,2932245.0,183,10B,88.0,82.0,55.0,76.0,37.0,0.0,9.0,26.0,-3,1,0,1,0,0,449.0,196.0,2.2908163265306123,0.0,0.0,0.0,0.0,-1.1772297068807263
26436,5ODlTG5qxhCsC05E36Rv25,62,3.53,0,4,428736,2,72.0,2984955.0,184,4B,133.0,75.0,83.0,53.0,35.0,0.0,10.0,18.0,-5,1,0,1,0,0,475.0,173.0,2.745664739884393,22.0,0.0,0.0,0.0,-1.1772297068807263
26437,7dn6WQzScfRGpp7XdTiCj0,62,4.27,0,1,401712,1,72.0,10013468.0,185,1B,86.0,69.0,48.0,19.0,0.0,0.0,12.0,4.0,-6,1,0,1,0,0,433.0,202.0,2.143564356435644,0.0,0.0,0.0,0.0,-1.1772297068807263
26438,1hgBf6VgEBLWrG9wLsacjb,62,3.98,0,16,401712,1,72.0,10013468.0,185,7B,160.0,42.0,45.0,19.0,49.0,14.0,12.0,3.0,-9,1,0,1,0,0,330.0,207.0,1.5942028985507246,0.0,0.0,0.0,0.0,-1.1772297068807263
26439,6DBSDcKDo51KcUmEqCTHzB,62,3.78,0,1,395904,1,72.0,10013468.0,185,3A,166.0,75.0,76.0,63.0,21.0,0.0,27.0,18.0,-6,0,1,1,0,0,570.0,290.0,1.9655172413793105,25.0,0.0,0.0,0.0,-1.1772297068807263
26440,6eeUDtR2OHjdDnAlFaO4cl,62,2.36,1,4,467376,2,72.0,2412506.0,183,10B,152.0,74.0,70.0,47.0,1.0,0.0,6.0,10.0,-7,1,0,1,0,0,401.0,246.0,1.6300813008130082,19.0,0.0,0.0,0.0,-1.1772297068807263
26441,4OcLz7KTKPK7pVHYedr6Ek,62,2.07,0,6,481656,1,72.0,1257854.0,183,2B,168.0,77.0,50.0,47.0,5.0,0.0,10.0,8.0,-4,1,0,0,0,1,237.0,123.0,1.9268292682926829,1.0,0.0,0.0,0.0,-1.1772297068807263
